Latitude,Longitude
51.473915,-0.068219
51.505109,-0.089523
51.496622,-0.081954
51.462133,-0.068141
51.475083,-0.06817
51.490595,-0.092867
51.472073,-0.093064
51.473961,-0.092985
51.476911,-0.069965
51.44232,-0.066387
51.499699,-0.072172
51.48678,-0.074013
51.502216,-0.077541
51.440958,-0.093065
51.500774,-0.093883
51.461324,-0.079116
51.501582,-0.050047
51.485628,-0.108198
51.503645,-0.10457
51.479202,-0.056186
51.497086,-0.099368
51.498527,-0.055652
51.491123,-0.103217
51.486215,-0.072452
51.480819,-0.094427
51.498695,-0.104344
51.474239,-0.076989
51.493056,-0.1004
51.503772,-0.095775
51.494867,-0.101189
51.493332,-0.10082
51.500366,-0.074449
51.475337,-0.029421
51.444566,-0.02312
51.451586,-0.039512
51.474529,-0.024128
51.442152,0.002534
51.458579,0.00426
51.489666,-0.041912
51.462222,-0.008968
51.43159,-0.070149
51.459572,-0.011818
51.445843,0.012769
51.464476,-0.014628
51.448646,-0.041221
51.485771,-0.034877
51.475703,-0.051295
51.466642,-0.047218
51.425019,0.005237
51.428871,-0.052569
51.43704,-0.057114
51.489942,-0.042333
51.445379,-0.028697
51.459137,-0.034006
51.406103,0.017494
51.408395,-0.059622
51.424604,-0.066416
51.40578,0.015323
51.397628,0.013527
51.350187,0.103216
51.387936,0.063982
51.408768,0.01416
51.374641,0.098589
51.396471,0.028427
51.4035,-0.009075
51.395176,0.111892
51.373039,0.097653
51.375529,0.099204
51.37148,0.109364
51.38898,0.060867
51.363269,0.110854
51.57797,-0.32634
51.575092,-0.351701
51.605245,-0.379636
51.607916,-0.28899
51.596199,-0.293328
51.577642,-0.386391
51.557619,-0.362576
51.558579,-0.360521
51.603979,-0.327839
51.541291,-0.277358
51.562776,-0.301506
51.540315,-0.253889
51.528236,-0.216146
51.543523,-0.204299
51.541373,-0.210729
51.570365,-0.322724
51.568912,-0.321767
51.592656,-0.266319
51.552489,-0.256163
51.544184,-0.236002
51.566468,-0.246827
51.562464,-0.304836
51.562462,-0.304691
51.538299,-0.257427
51.56194,-0.318417
51.551612,-0.306826
51.552832,-0.285576
51.556551,-0.215327
51.546273,-0.273708
51.536153,-0.252174
51.58301,-0.29541
51.558444,-0.32547
51.550214,-0.278751
51.482258,0.069968
51.456943,0.041759
51.450599,0.085375
51.449689,0.029634
51.479467,0.059904
51.469099,0.066492
51.452844,0.03438
51.472163,0.003992
51.481093,-0.008146
51.486701,0.042224
51.485098,0.004847
51.483229,-0.001571
51.49334,0.05347
51.493017,0.009805
51.481658,0.073397
51.475727,0.10841
51.472725,0.095312
51.466016,0.15778
51.435838,0.165422
51.448727,0.099538
51.42021,0.095066
51.448378,0.1486
51.439001,0.125281
51.463739,0.099939
51.463419,0.186308
51.439123,0.118523
51.450566,0.102357
51.464395,0.167637
51.46098,0.138107
51.452044,0.174105
51.585519,-0.180991
51.557421,-0.195817
51.58965,-0.221681
51.613029,-0.282009
51.655675,-0.181942
51.560645,-0.206655
51.572106,-0.197545
51.588645,-0.244529
51.602394,-0.262049
51.585121,-0.219548
51.595883,-0.170903
51.598696,-0.184074
51.63066,-0.17514
51.590503,-0.2485
51.642762,-0.255448
51.573994,-0.221138
51.621548,-0.292666
51.629665,-0.174746
51.606738,-0.151981
51.494086,-0.12528
51.52541,-0.088097
51.487369,-0.195848
51.568639,-0.131161
51.507693,-0.127027
51.547967,-0.098257
51.514086,-0.161643
51.523883,-0.144238
51.524919,-0.397482
51.526924,-0.399429
51.511003,-0.29075
51.586396,-0.250534
51.569002,-0.235907
51.58939,-0.163946
51.550633,-0.282774
51.556918,-0.263784
51.588587,-0.358575
51.550598,0.105669
51.542319,0.115959
51.611815,-0.076235
51.595332,0.032078
51.588767,-0.102184
51.577909,0.185881
51.554707,0.046279
51.5531,0.086454
51.583335,-0.099956
51.562565,0.159751
51.490932,0.077851
51.436671,0.099848
51.472391,0.048065
51.482377,-0.004345
51.398772,0.02019
51.482489,-0.092053
51.450645,0.087824
51.474469,-0.041987
51.350837,-0.137022
51.416901,-0.370054
51.491202,-0.223066
51.420028,-0.196775
51.434059,-0.185288
51.467196,-0.378485
51.435616,-0.377301
51.481671,-0.247056
51.464983,-0.261661
51.453636,-0.347588
51.407517,-0.323226
51.492786,-0.268815
51.491506,-0.3043
51.489318,-0.277589
51.465265,-0.330612
51.446405,-0.423257
51.440724,-0.389063
51.464613,-0.360868
51.465783,-0.419854
51.491204,-0.339748
51.490909,-0.28185
51.471654,-0.349961
51.495773,-0.409885
51.452105,-0.405934
51.491773,-0.406711
51.453071,-0.444329
51.47627,-0.384355
51.457199,-0.410218
51.39345,-0.258912
51.393516,-0.306345
51.380853,-0.282814
51.415365,-0.251032
51.410983,-0.307856
51.414363,-0.286736
51.394195,-0.254571
51.416622,-0.180082
51.391563,-0.223049
51.387005,-0.195487
51.402978,-0.17588
51.405604,-0.177069
51.397626,-0.17293
51.401653,-0.236172
51.418244,-0.197708
51.422882,-0.160559
51.47206,-0.165493
51.458802,-0.209498
51.450548,-0.199027
51.462837,-0.238421
51.454101,-0.243507
51.456595,-0.194614
51.444729,-0.206595
51.460429,-0.169271
51.433975,-0.16256
51.472651,-0.163022
51.447669,-0.164169
51.441377,-0.187444
51.444154,-0.152221
51.465355,-0.156548
51.460812,-0.235332
51.446627,-0.149387
51.471811,-0.166799
51.542376,-0.378698
51.51195,-0.382949
51.524324,-0.260988
51.504688,-0.252802
51.526156,-0.275478
51.508842,-0.347032
51.511326,-0.376774
51.527019,-0.354303
51.547189,-0.369152
51.511461,-0.328779
51.532918,-0.38408
51.510377,-0.32219
51.500378,-0.37846
51.521396,-0.263694
51.520506,-0.264304
51.538114,-0.356787
51.510214,-0.323349
51.524488,-0.353385
51.540084,-0.324414
51.507597,-0.273153
51.50751,-0.2733
51.474091,-0.504812
51.500248,-0.421688
51.605255,-0.419926
51.487298,-0.49689
51.607136,-0.48066
51.511063,-0.450424
51.548041,-0.411525
51.596667,-0.44347
51.522897,-0.447716
51.481168,-0.454174
51.480746,-0.476943
51.517563,-0.452366
51.525188,-0.390841
51.527233,-0.46285
51.517485,-0.399616
51.498622,-0.468567
51.547731,-0.395382
51.54775,-0.409948
51.602313,-0.408476
51.557072,-0.387985
51.539942,-0.451463
51.519547,-0.425777
51.635576,-0.127543
51.628321,-0.041148
51.628333,-0.052707
51.616315,-0.087456
51.613245,-0.064764
51.629745,-0.078366
51.61818,-0.10818
51.635343,-0.068736
51.687576,-0.163158
51.682309,-0.059361
51.615859,-0.087042
51.683383,-0.048175
51.636722,-0.08154
51.65675,-0.047296
51.611908,-0.109596
51.656664,-0.080264
51.607721,-0.067887
51.678833,-0.034195
51.651816,-0.080758
51.584102,-0.075241
51.583938,-0.070773
51.583269,-0.084803
51.592286,-0.069842
51.610692,-0.134778
51.599739,-0.113423
51.582954,-0.071103
51.605519,-0.103796
51.596848,-0.068349
51.604014,-0.116422
51.609353,-0.129778
51.579523,-0.081208
51.339201,-0.014448
51.350599,-0.023721
51.394815,-0.114679
51.381295,-0.063212
51.34597,-0.021191
51.398855,-0.07009
51.415344,-0.093988
51.382051,-0.11506
51.326801,-0.129814
51.318204,-0.126433
51.367637,-0.1191
51.365808,-0.089437
51.339167,-0.115815
51.320907,-0.115559
51.383099,-0.107544
51.352727,-0.016592
51.351309,-0.039201
51.413696,-0.092187
51.389018,-0.051675
51.399468,-0.074521
51.324603,-0.066463
51.419419,-0.101297
51.397309,-0.091
51.410196,-0.087156
51.404054,-0.091007
51.335167,-0.079944
51.349556,-0.036547
51.360192,-0.098002
51.341876,-0.061428
51.396977,-0.070744
51.409855,-0.116074
51.382415,-0.120937
51.386229,-0.123224
51.383806,-0.157528
51.360913,-0.200534
51.363634,-0.161498
51.359426,-0.191543
51.361031,-0.150398
51.358341,-0.145192
51.369804,-0.142142
51.354938,-0.1291
51.352063,-0.192264
51.36892,-0.230247
51.372768,-0.164724
51.365873,-0.195599
51.3624,-0.180365
51.36892,-0.230247
51.362207,-0.191147
51.354981,-0.148775
51.355381,-0.139997
51.368653,-0.154688
51.384573,-0.212828
51.366193,-0.193001
54.306187,-2.759484
54.895554,-2.929422
54.845839,-3.042279
54.34375,-2.774483
54.471463,-2.348539
54.383823,-2.718111
54.554314,-3.551603
54.499443,-2.397107
54.410987,-2.699017
54.268714,-3.191967
54.895364,-2.930821
54.616368,-2.810932
54.661389,-2.741601
54.94449,-3.182683
54.659619,-3.526002
54.4012,-3.369577
54.165811,-3.163274
54.185687,-3.08491
54.750515,-2.581337
54.114589,-3.207735
54.31709,-2.710645
54.327678,-2.728665
54.517955,-3.491052
54.621697,-2.721519
54.550271,-3.551449
54.114478,-3.191821
54.895151,-2.899475
54.201471,-3.078731
54.655454,-2.742113
54.92968,-2.944254
54.713826,-3.496368
54.667053,-3.329975
54.219904,-2.66864
54.151024,-3.0814
54.663472,-2.753577
54.894057,-2.948722
54.543132,-2.661547
54.228816,-2.913
54.237434,-3.262722
54.694909,-2.664325
54.660489,-2.770574
54.603329,-3.126329
54.931542,-2.824127
54.261479,-2.779695
54.209359,-3.265699
54.407989,-3.465025
54.6476,-3.552365
53.793861,-2.98338
53.78251,-2.870501
53.778039,-2.854777
53.777267,-3.053406
53.799884,-3.005082
53.808449,-3.054339
53.784364,-3.022772
53.799273,-3.044999
53.785363,-3.042377
53.798458,-3.055911
53.800816,-3.03289
53.806928,-3.02241
53.833413,-3.026094
53.826894,-3.010438
53.81394,-3.053414
53.816353,-3.054993
53.814843,-3.052981
54.054291,-2.796127
53.989626,-2.760881
54.10083,-2.649595
54.177342,-2.59242
54.060658,-2.811832
54.050492,-2.79972
53.965692,-2.778889
54.146387,-2.599939
54.054468,-2.796589
53.972514,-2.820638
54.103689,-2.582806
54.035418,-2.897916
54.072588,-2.866777
54.038256,-2.853846
54.048583,-2.892243
54.029607,-2.893821
53.875599,-3.033059
53.90065,-2.787572
53.884867,-3.042264
53.849172,-2.990453
53.880397,-3.02907
53.890401,-3.046815
53.914921,-3.028092
53.906669,-3.036566
53.912355,-3.044166
53.914828,-3.038899
53.918182,-3.035633
53.908864,-3.032205
53.685914,-2.814904
53.618894,-2.595307
53.661333,-2.780833
53.721108,-2.554923
53.628704,-2.610718
53.722344,-2.559637
53.531854,-2.77347
53.567768,-2.722484
53.545143,-2.775675
53.598632,-2.926404
53.53215,-2.861586
53.564686,-2.886707
53.524581,-2.900652
53.549021,-2.91385
53.574344,-2.905334
53.610126,-2.916226
53.581303,-2.900347
53.692485,-2.729918
53.712895,-2.683149
53.69257,-2.730677
53.664653,-2.724594
53.69829,-2.690789
53.749883,-2.675105
53.725533,-2.763531
53.743567,-2.710333
53.727858,-2.643074
53.727664,-2.781455
53.752516,-2.731868
53.768196,-2.710294
53.768306,-2.691483
53.759922,-2.695744
53.764915,-2.717824
53.755116,-2.687474
53.752465,-2.679393
53.760288,-2.694537
53.777756,-2.657191
53.766208,-2.681132
53.782093,-2.6694
53.777563,-2.659616
53.781345,-2.674548
53.763527,-2.678358
53.770256,-2.711542
53.775449,-2.714817
53.789571,-2.713084
53.766123,-2.726188
53.788377,-2.717465
53.770957,-2.714437
53.726117,-2.52028
53.741471,-2.480898
53.747942,-2.481123
53.776896,-2.478267
53.755167,-2.449052
53.755951,-2.50078
53.745134,-2.48655
53.752135,-2.510441
53.741824,-2.459826
53.748121,-2.481428
53.749264,-2.487659
53.738697,-2.477834
53.739977,-2.449193
53.733963,-2.492788
53.696936,-2.469182
53.701476,-2.457266
53.702394,-2.475453
53.739403,-2.352005
53.75637,-2.358972
53.752483,-2.366066
53.756012,-2.35821
53.751765,-2.394268
53.753089,-2.373806
53.766738,-2.378024
53.783101,-2.404123
53.768606,-2.411266
53.789124,-2.403726
53.764961,-2.425339
53.783867,-2.530404
53.788557,-2.201236
53.756925,-2.196838
53.785293,-2.300481
53.785684,-2.247362
53.789912,-2.245414
53.797809,-2.251533
53.796707,-2.334874
53.783513,-2.293184
53.855829,-2.175105
53.840685,-2.13948
53.693676,-2.231678
53.691928,-2.251355
53.691041,-2.245596
53.719385,-2.342897
53.694375,-2.318462
53.698182,-2.268659
53.706024,-2.331578
53.722935,-2.326861
53.699752,-2.289572
53.700201,-2.289726
53.725797,-2.332188
53.648108,-2.272728
53.702144,-2.303524
53.705051,-2.325814
53.989584,-2.781318
54.07198,-2.771249
53.673653,-2.626959
53.806006,-2.902118
54.059231,-2.769027
54.016541,-2.782433
53.766275,-2.636075
53.798894,-2.686672
53.800834,-2.780841
53.981748,-2.783916
53.385166,-3.033327
53.412546,-3.02722
53.396475,-3.143691
53.349769,-3.009936
53.393504,-3.106015
53.38497,-3.014227
53.430439,-3.047369
53.369841,-3.068878
53.438941,-3.051643
53.348367,-3.116864
53.391535,-3.013932
53.33101,-2.974054
53.397743,-3.044611
53.415361,-3.114255
53.405836,-3.113856
53.421467,-3.07574
53.394344,-3.032346
53.384296,-3.040372
53.398111,-3.022812
53.401326,-3.035674
53.43934,-3.036899
53.400124,-3.156874
53.423389,-3.031093
53.384237,-3.015864
53.397162,-3.039032
53.376954,-3.026664
53.392981,-3.013064
53.34127,-3.005079
53.376895,-3.033427
53.469688,-2.99877
53.667472,-2.951071
53.643727,-2.975346
53.51927,-2.936738
53.450534,-2.999676
53.655997,-2.991669
53.523432,-2.933361
53.666864,-2.992832
53.489875,-3.024566
53.651069,-3.000631
53.526843,-3.032247
53.492185,-2.951667
53.448752,-2.986985
53.478422,-2.930112
53.624359,-3.012851
53.652147,-2.978869
53.643144,-3.00241
53.634213,-2.973614
53.475878,-2.989423
53.568236,-3.047902
53.516072,-2.943304
53.469393,-2.99108
53.507973,-2.933021
53.654081,-2.995104
53.647431,-2.994947
53.652661,-2.992952
53.484517,-3.030917
53.408105,-2.873669
53.474855,-2.902914
53.413207,-2.888819
53.431591,-2.792872
53.47342,-2.902582
53.418882,-2.784359
53.481078,-2.888278
53.362141,-2.852893
53.424651,-2.847823
53.484999,-2.904787
53.415061,-2.868997
53.499408,-2.889264
53.420275,-2.868953
53.427843,-2.802133
53.476537,-2.870102
53.47204,-2.906771
53.490254,-2.899322
53.497207,-2.692039
53.450852,-2.761307
53.452798,-2.737699
53.456781,-2.733249
53.451428,-2.783453
53.433623,-2.682125
53.439643,-2.728137
53.434119,-2.791112
53.475314,-2.636387
53.446615,-2.689409
53.50834,-2.795208
53.44088,-2.584987
53.40499,-2.929112
53.453756,-2.946139
53.427913,-2.905531
53.461725,-2.961379
53.407533,-2.948573
53.424282,-3.000113
53.414483,-2.978518
53.410496,-2.971356
53.444946,-2.923358
53.437802,-2.881354
53.409359,-2.978551
53.406766,-2.987818
53.396451,-2.985023
53.468969,-2.932015
53.406476,-2.979387
53.406387,-2.979235
53.411693,-2.967923
53.431487,-2.931797
53.411363,-2.906834
53.453806,-2.962405
53.409133,-2.892645
53.38942,-2.919901
53.384395,-2.907013
53.400838,-2.931277
53.346292,-2.893585
53.393894,-2.910824
53.360069,-2.866075
53.385109,-2.883723
53.365012,-2.853701
53.391937,-2.931534
53.393894,-2.910824
53.353577,-2.893137
53.391408,-2.975282
53.395851,-2.948163
53.406107,-2.900555
53.394939,-2.938367
53.38974,-2.959154
53.524433,-2.17283
53.490322,-2.200726
53.482885,-2.237008
53.480363,-2.239857
53.479888,-2.204895
53.485476,-2.245009
53.495468,-2.187033
53.474608,-2.24103
53.487837,-2.232966
53.534151,-2.220999
53.474225,-2.252327
53.503023,-2.235612
53.507507,-2.240462
53.516278,-2.212913
53.474763,-2.205925
53.521219,-2.214748
53.477233,-2.231853
53.512051,-2.2144
53.521763,-2.211734
53.521117,-2.166029
53.476425,-2.231246
53.522995,-2.226522
53.516179,-2.161184
53.451772,-2.194219
53.467869,-2.239636
53.452334,-2.231868
53.46439,-2.22621
53.450066,-2.192706
53.456706,-2.199965
53.45799,-2.235363
53.470011,-2.247029
53.450163,-2.238783
53.465716,-2.237665
53.458428,-2.191087
53.45016,-2.190146
53.439815,-2.243994
53.43427,-2.229964
53.439815,-2.243994
53.421123,-2.242081
53.43876,-2.274698
53.425141,-2.254896
53.428742,-2.252509
53.453027,-2.245124
53.401859,-2.294464
53.397343,-2.265407
53.425793,-2.244064
53.432063,-2.208127
53.392688,-2.256657
53.396415,-2.278335
53.371239,-2.239995
53.42947,-2.199987
53.417449,-2.236192
53.411193,-2.217052
53.495127,-2.341236
53.509528,-2.26264
53.509867,-2.308934
53.484525,-2.30664
53.50804,-2.284192
53.500306,-2.382283
53.506099,-2.423799
53.509667,-2.316472
53.502122,-2.278424
53.507755,-2.357169
53.523126,-2.385807
53.500396,-2.382284
53.489442,-2.316774
53.507675,-2.409942
53.48571,-2.063111
53.487133,-2.088282
53.489205,-2.081202
53.477315,-2.111766
53.45619,-2.113819
53.456819,-2.114122
53.475421,-2.118391
53.455112,-2.113064
53.478919,-2.125935
53.473998,-2.101814
53.490291,-2.069599
53.483904,-2.078329
53.501989,-2.04218
53.485058,-2.09732
53.496287,-2.104882
53.490372,-2.083616
53.479349,-2.143114
53.37425,-2.216714
53.379675,-2.133759
53.364627,-2.163617
53.408421,-2.149193
53.39381,-2.184782
53.423461,-2.123814
53.401666,-2.216552
53.40634,-2.159565
53.396631,-2.065235
53.41469,-2.079255
53.420059,-2.109961
53.380317,-2.122336
53.401494,-2.153832
53.413601,-2.094147
53.410444,-2.181093
53.389844,-2.123115
53.409824,-2.175073
53.389522,-2.166269
53.404057,-2.184827
53.37319,-2.206337
53.38873,-2.153485
53.598626,-2.463105
53.548156,-2.400523
53.5784,-2.414553
53.57486,-2.424335
53.547859,-2.523978
53.586706,-2.42959
53.571803,-2.44907
53.569501,-2.439835
53.555885,-2.400898
53.549256,-2.394195
53.566245,-2.420323
53.567422,-2.442833
53.578418,-2.563927
53.562388,-2.531253
53.575158,-2.441253
53.59891,-2.409919
53.57743,-2.43448
53.595802,-2.449325
53.600896,-2.432756
53.577174,-2.430852
53.568627,-2.45719
53.55528,-2.420063
53.566003,-2.412469
53.601933,-2.55215
53.583651,-2.429408
53.540382,-2.413276
53.552893,-2.523738
53.522635,-2.515974
53.561227,-2.672702
53.548764,-2.634017
53.495986,-2.52575
53.497441,-2.500895
53.560663,-2.677071
53.467642,-2.571345
53.54536,-2.614497
53.480367,-2.499789
53.527591,-2.659798
53.536529,-2.684834
53.547794,-2.630531
53.543309,-2.628804
53.535715,-2.63699
53.500963,-2.451789
53.528641,-2.476673
53.561193,-2.629371
53.53603,-2.555819
53.586087,-2.663579
53.50097,-2.516615
53.551207,-2.647789
53.530107,-2.643393
53.476112,-2.326619
53.462339,-2.334195
53.462258,-2.25798
53.424714,-2.320356
53.464674,-2.262815
53.446052,-2.307116
53.445675,-2.313738
53.446052,-2.306965
53.445675,-2.313889
53.450853,-2.292243
53.458503,-2.323471
53.457037,-2.261261
53.64205,-2.323361
53.570374,-2.336858
53.536795,-2.288006
53.615834,-2.344476
53.542098,-2.287891
53.553799,-2.317103
53.538881,-2.279872
53.594012,-2.303957
53.539001,-2.304619
53.528738,-2.273922
53.530873,-2.28344
53.600878,-2.289953
53.523519,-2.276302
53.618418,-2.128768
53.619461,-2.158403
53.586408,-2.24952
53.619297,-2.145703
53.6129,-2.158227
53.600677,-2.156821
53.617763,-2.15114
53.588415,-2.234879
53.616764,-2.158846
53.622368,-2.198328
53.60191,-2.175262
53.539512,-2.116608
53.552197,-2.103964
53.537679,-2.018677
53.548437,-2.084485
53.533274,-2.023352
53.582776,-2.081231
53.571293,-2.033792
53.537445,-2.11615
53.556567,-2.138392
53.551181,-2.132186
53.581513,-2.086817
53.527082,-2.140257
53.53816,-2.119622
53.585714,-2.114771
53.534659,-2.115237
53.522466,-2.165431
53.538011,-2.084163
53.555629,-2.082839
53.533634,-2.388618
53.363213,-2.291944
53.430109,-2.127145
53.628008,-2.040188
53.510138,-2.371665
53.399021,-2.236842
53.570451,-2.271322
53.482571,-2.391014
53.36156,-2.268641
53.570369,-2.224208
53.564062,-2.518441
53.445783,-2.340087
53.456994,-2.11849
53.592975,-2.134281
53.567174,-2.411575
53.538191,-2.396808
53.560611,-2.505868
53.515441,-2.371712
53.446501,-2.340244
53.425977,-2.125176
53.387884,-2.274671
53.243774,-2.432142
53.391322,-2.643103
53.17899,-2.833245
53.025658,-2.718761
53.232698,-2.992197
53.094794,-2.415266
53.231804,-2.564605
53.251481,-2.14445
53.380483,-2.564616
53.029741,-2.6817
53.186137,-2.889205
53.195605,-2.932362
53.304547,-2.377081
53.151509,-2.50957
53.369755,-2.444237
53.071147,-2.441606
53.424956,-2.550005
53.399009,-2.5232
53.199995,-2.798322
53.142443,-2.358019
53.392137,-2.720709
53.174122,-2.86053
53.198765,-2.398756
53.375412,-2.706598
53.134689,-2.335234
53.402837,-2.551374
53.228889,-2.95211
53.30168,-2.401815
53.263281,-2.122901
53.347505,-2.241664
53.402457,-2.515572
53.322419,-2.245576
53.352069,-2.462081
52.991999,-2.59544
53.121705,-2.378318
53.37031,-2.732816
53.429024,-2.54494
52.985677,-2.460247
53.166906,-2.24708
53.195509,-2.921582
53.451543,-2.573388
53.358915,-2.772289
53.082763,-2.460088
53.189597,-2.895263
53.262727,-2.525283
53.262996,-2.137293
53.324337,-2.42635
53.430214,-2.614642
53.258556,-2.51294
53.199083,-2.504745
53.248876,-2.584763
53.292795,-2.592414
53.392335,-2.585975
53.260064,-2.976639
53.391354,-2.602353
53.32595,-2.180735
